"shortPostcode","Town","District","County","Population2020","Population2021","Population2022","Population2023","Population2024"
"WF81","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE",4792.87688412422,4818.87824122059,4842.5871221674,4864.42719008837,4884.95507283054
"WF27","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE",8596.79801046483,8643.4356396716,8685.96134301878,8725.1350286758,8761.95509849681
"WF75","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE",7308.28744742345,7347.93490682573,7384.08674656731,7417.38897779433,7448.69035928062
"LS81","LEEDS","LEEDS","WEST YORKSHIRE",10267.718963197,10323.4213385723,10374.2125715581,10421.0002702558,10464.9768913963
"BD73","BRADFORD","BRADFORD","WEST YORKSHIRE",9188.47186340303,9238.319323262,9283.77185433244,9325.64166539548,9364.99587322345
"WF26","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE",8623.35428752668,8670.13598453652,8712.79305358044,8752.08775025209,8789.02156055815
"LS20","LEEDS","LEEDS","WEST YORKSHIRE",13451.2854573726,13524.2586809788,13590.7980336892,13652.0925328212,13709.7043633097
"BD58","BRADFORD","BRADFORD","WEST YORKSHIRE",8230.32138701118,8274.97088053571,8315.68373726795,8353.18747092303,8388.43792205032
"HD92","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE",4541.1233775778,4565.75897190116,4588.22250604291,4608.91538954517,4628.36501248905
"HD74","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",8810.31047804217,8858.10641238555,8901.68829593448,8941.83491014915,8979.56945346998
"BD17","SHIPLEY","BRADFORD","WEST YORKSHIRE",19015.3566273731,19118.5149370766,19212.5780305671,19299.2267574849,19380.6694944015
"WF17","BATLEY","KIRKLEES","WEST YORKSHIRE",46440.5550746956,46692.4950859759,46922.2221617989,47133.8413837486,47332.746194388
"LS12","LEEDS","LEEDS","WEST YORKSHIRE",43631.9632126335,43868.666613062,44084.5004527983,44283.3215498404,44470.1971667807
"LS14","LEEDS","LEEDS","WEST YORKSHIRE",41525.5193160869,41750.7952583766,41956.2091710479,42145.4316744093,42323.2853960753
"BD14","BRADFORD","BRADFORD","WEST YORKSHIRE",10220.9799155681,10276.42873161,10326.9887609696,10373.5634802815,10417.3399181683
"HD89","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",11207.8111711868,11268.6135467904,11324.0551254407,11375.1266140564,11423.1296483677
"WF10","CASTLEFORD","WAKEFIELD","WEST YORKSHIRE",48286.747456036,48548.703060985,48787.5626800451,49007.5945877321,49214.4066368923
"LS73","LEEDS","LEEDS","WEST YORKSHIRE",9179.97385474324,9229.77521290522,9275.18570695271,9317.01679449107,9356.33460536382
"WF31","WAKEFIELD","LEEDS","WEST YORKSHIRE",12085.2305653106,12150.7929411274,12210.5748423977,12265.6445349369,12317.4055548744
"LS83","LEEDS","LEEDS","WEST YORKSHIRE",13131.5478815478,13202.7865288052,13267.7442385269,13327.5817650427,13383.8241600911
"BD59","BRADFORD","BRADFORD","WEST YORKSHIRE",11140.8893529909,11201.3286777308,11256.4392148253,11307.2057556841,11354.9221639731
"HD34","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",15039.3508256717,15120.939303901,15195.3343252762,15263.8652830832,15328.2787945778
"WF42","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE",6901.44528283578,6938.88562349516,6973.02494076276,7004.4732832456,7034.0321605009
"BD21","KEIGHLEY","BRADFORD","WEST YORKSHIRE",37478.3426918596,37681.662700963,37867.0564814517,38037.8369061831,38198.3565779271
"HX64","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE",5496.08710072223,5525.90337324365,5553.09081784001,5578.13525742847,5601.67498821481
"HD21","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",16436.2109991254,16525.3774437957,16606.6823008192,16681.5784379959,16751.9746990042
"LS84","LEEDS","LEEDS","WEST YORKSHIRE",6657.12753386668,6693.24245073791,6726.17320359554,6756.50824474376,6785.02070953658
"LS23","WETHERBY","LEEDS","WEST YORKSHIRE",9780.14571634124,9833.20300685239,9881.58236564611,9926.14830211517,9968.0366479501
"WF46","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE",5093.49394046446,5121.12614509148,5146.32208572533,5169.53199833195,5191.34742336491
"BD48","BRADFORD","LEEDS","WEST YORKSHIRE",7294.47818335129,7334.05072749597,7370.13425707525,7403.37356257466,7434.61579900872
"HD33","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",16072.9211289192,16160.1167260436,16239.6245003357,16312.8652068323,16381.7054980051
"BD49","BRADFORD","BRADFORD","WEST YORKSHIRE",5983.66034757795,6016.12170496356,6045.72102375198,6072.9872255691,6098.61523166101
"HX12","HALIFAX","CALDERDALE","WEST YORKSHIRE",4549.62138623759,4574.30308225793,4596.80865342264,4617.54026044958,4637.02628034867
"WF32","WAKEFIELD","LEEDS","WEST YORKSHIRE",5482.27783665006,5512.01919391389,5539.13832834795,5564.1198422088,5587.60042794292
"LS64","LEEDS","LEEDS","WEST YORKSHIRE",9835.38277262991,9888.73972417142,9937.39232361435,9982.20996299385,10024.3348890377
"WF77","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE",7331.65697123789,7371.43121030685,7407.69865186156,7441.10737278146,7472.5088458946
"HD58","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",14659.0649381459,14738.5903654353,14811.1042300333,14877.9023101107,14940.6870578594
"LS82","LEEDS","LEEDS","WEST YORKSHIRE",12736.3904788673,12805.4853972152,12868.4883853695,12926.5252679875,12981.0752046184
"WF28","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE",14576.2093537129,14655.2852894568,14727.3892930809,14793.8098187927,14856.239696228
"HD62","BRIGHOUSE","CALDERDALE","WEST YORKSHIRE",7967.94536964002,8011.17147327031,8050.5864369188,8086.89458174931,8121.02127688429
"LS11","LEEDS","LEEDS","WEST YORKSHIRE",36961.0264146946,37161.5399829944,37344.3747597107,37512.797889877,37671.1018969723
"WF15","LIVERSEDGE","KIRKLEES","WEST YORKSHIRE",25827.5728192811,25967.6874018257,26095.4484238427,26213.1388962342,26323.7583423763
"LS53","LEEDS","LEEDS","WEST YORKSHIRE",9036.5699586092,9085.59335063466,9130.29446991978,9171.47209797912,9210.17571023259
"HX50","ELLAND","CALDERDALE","WEST YORKSHIRE",6192.9238108254,6226.52042249912,6257.15490297782,6285.37467159025,6311.89895270436
"WF11","KNOTTINGLEY","WAKEFIELD","WEST YORKSHIRE",19264.9856317546,19369.4981788069,19464.7961098466,19552.582340302,19635.0942377781
"BD37","BRADFORD","BRADFORD","WEST YORKSHIRE",7986.00363804208,8029.32770777846,8068.83200010073,8105.22243242118,8139.426471086
"WF13","DEWSBURY","KIRKLEES","WEST YORKSHIRE",38543.7805275814,38752.8805369435,38943.5447091853,39119.1800958237,39284.2630358281
"BD40","BRADFORD","BRADFORD","WEST YORKSHIRE",7114.95775041312,7153.55639620912,7188.75189367846,7221.17316471895,7251.64651547407
"LS22","WETHERBY","LEEDS","WEST YORKSHIRE",16774.0068433523,16865.0058304775,16947.9816591634,17024.4170564463,17096.2600964245
"LS99","LEEDS","LEEDS","WEST YORKSHIRE",6199.29731732024,6232.9285052667,6263.59451351262,6291.84332476856,6318.39490359908
"BD24","BRADFORD","BRADFORD","WEST YORKSHIRE",13667.9846781973,13742.1334950765,13809.7447918723,13872.0267408837,13930.5666937302
"BD89","BRADFORD","BRADFORD","WEST YORKSHIRE",10867.890824795,10926.8491325195,10980.6092302515,11030.1317778799,11076.6789339826
"BD23","BRADFORD","BRADFORD","WEST YORKSHIRE",39575.226328664,39789.921931497,39985.6883473999,40166.0238018467,40335.5244222905
"HX28","HALIFAX","CALDERDALE","WEST YORKSHIRE",7469.74961195955,7510.27300360443,7547.22354678217,7581.26152497816,7613.25444861356
"LS63","LEEDS","LEEDS","WEST YORKSHIRE",13242.0219941251,13313.8599634432,13379.3641544634,13439.7050868,13496.4206422663
"WF59","OSSETT","WAKEFIELD","WEST YORKSHIRE",6868.51549927908,6905.77719586267,6939.75361966631,6971.051908491,7000.46974754484
"HX36","HALIFAX","CALDERDALE","WEST YORKSHIRE",6801.59368108319,6838.49232680307,6872.13770905094,6903.13105011876,6932.26226315026
"HX27","HALIFAX","CALDERDALE","WEST YORKSHIRE",6465.9223390213,6500.99996771049,6532.98488755163,6562.44864939449,6590.14218269493
"WF34","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE",7777.80242587711,7819.9970040375,7858.47138929736,7893.91309526309,7927.2254085251
"BD62","BRADFORD","BRADFORD","WEST YORKSHIRE",8090.10424412457,8133.99305964894,8174.01230550242,8210.87710100023,8245.52700236645
"BD95","BRADFORD","BRADFORD","WEST YORKSHIRE",11613.591084692,11676.5948163264,11734.0436628227,11786.9641997421,11836.705188665
"HD88","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",12789.503032991,12858.886086945,12922.1518064928,12980.4307111401,13035.2081287411
"HX77","HEBDEN BRIDGE","CALDERDALE","WEST YORKSHIRE",2771.41307417555,2786.44799010295,2800.15731421426,2812.78602370137,2824.65598072139
"BD30","BRADFORD","BRADFORD","WEST YORKSHIRE",10383.5043311867,10439.8348421834,10491.1988296069,10538.5141363284,10582.9866659837
"HD96","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE",6746.35662479453,6782.95560948404,6816.3277510827,6847.06938924008,6875.96402206268
"HX75","HEBDEN BRIDGE","CALDERDALE","WEST YORKSHIRE",4951.15229541289,4978.01229661551,5002.50411711486,5025.06541068304,5046.27118671613
"HX61","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE",4527.31411350563,4551.8747925714,4574.27001655085,4594.8999743255,4614.29045221715
"BD38","BRADFORD","BRADFORD","WEST YORKSHIRE",9652.67558644432,9705.04135150078,9752.79015495017,9796.77523854899,9838.11763005567
"HX78","HEBDEN BRIDGE","CALDERDALE","WEST YORKSHIRE",4011.0600874231,4032.82008839738,4052.66156323229,4070.93906688247,4088.11842974471
"HD93","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE",4249.00432989736,4272.05517838705,4293.07368986471,4312.435452206,4330.63392981431
"HD97","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE",5291.07264180468,5319.77671088647,5345.95001230404,5370.06024685953,5392.72190110127
"HD45","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",12827.7440719601,12897.3345835505,12960.7894697016,13019.2426302099,13074.1838341094
"HD13","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",8824.11974211434,8871.99059171531,8915.64078542655,8955.85032536882,8993.64401374188
"HD47","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",7710.88060768123,7752.7121349779,7790.85547868199,7825.99223689085,7859.01792413053
"BD46","BRADFORD","BRADFORD","WEST YORKSHIRE",7704.50710118638,7746.30405221032,7784.41586814719,7819.52358371254,7852.5219732358
"WF20","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE",12031.0557601044,12096.3242376029,12155.8381528519,12210.6609829213,12262.1899722692
"BD88","BRADFORD","BRADFORD","WEST YORKSHIRE",7073.52995819662,7111.90385821984,7146.89442520228,7179.12691905995,7209.42283465838
"WF62","NORMANTON","WAKEFIELD","WEST YORKSHIRE",10465.2976645372,10522.0719043673,10573.8404981368,10621.5285187834,10666.3513691327
"HD14","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",9073.74874649581,9122.97383344555,9167.8588647061,9209.20590818592,9248.06875711847
"LS74","LEEDS","LEEDS","WEST YORKSHIRE",8603.17151695967,8649.84372243918,8692.40095355358,8731.6036818541,8768.45104939153
"HD80","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",12459.1429463415,12526.7337968254,12588.3653271058,12645.1388547311,12698.501340698
"HX62","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE",6563.64943860894,6599.25723681339,6631.72558241852,6661.63466479522,6689.74676308066
"WF61","NORMANTON","WAKEFIELD","WEST YORKSHIRE",12178.7086605683,12244.7781550519,12305.0224635747,12360.5181148855,12412.6795013303
"LS72","LEEDS","LEEDS","WEST YORKSHIRE",8148.52805366066,8192.73381835176,8233.04206873806,8270.17308846806,8305.0732189014
"WF94","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE",9544.32597603194,9596.10394445191,9643.31677585861,9686.80813451774,9727.6864648454
"LS90","LEEDS","LEEDS","WEST YORKSHIRE",6397.93826974294,6432.6470848563,6464.29570851379,6493.44968215919,6520.8520398179
"WF58","OSSETT","WAKEFIELD","WEST YORKSHIRE",6439.36606195944,6474.29962284557,6506.15317698997,6535.4959278182,6563.07572063359
"HX29","HALIFAX","CALDERDALE","WEST YORKSHIRE",9510.33394139276,9561.92750302481,9608.9721863397,9652.30865090009,9693.04139340689
"HD91","HOLMFIRTH","KIRKLEES","WEST YORKSHIRE",7699.19584577401,7740.96398323733,7779.04952603486,7814.13303939728,7847.10868082353
"HX49","HALIFAX","CALDERDALE","WEST YORKSHIRE",4431.71151608294,4455.75355105769,4477.6758585289,4497.87017665086,4516.85118879633
"HD46","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",11621.0268422693,11684.0709128886,11741.55654178,11794.5109617834,11844.2837980421
"HD15","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",3012.54406989723,3028.88712147642,3043.78924611408,3057.51673561406,3070.41945623835
"HD76","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",4807.74839927886,4833.83043434495,4857.61288008192,4879.52071417109,4900.11229158489
"HX59","ELLAND","CALDERDALE","WEST YORKSHIRE",4706.8345464438,4732.36912385825,4755.65237994764,4777.1003721812,4797.25973575181
"HX40","HALIFAX","CALDERDALE","WEST YORKSHIRE",1804.7645891239,1814.5554370199,1823.48304977004,1831.7069583245,1839.43676168863
"HD59","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",12747.0129896921,12816.1655351611,12879.2210695941,12937.306356618,12991.9017894429
"WF91","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE",7237.11662489767,7276.37798258774,7312.17776226208,7345.15568396988,7376.15224095623
"WF93","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE",9064.18848675353,9113.36170929417,9158.1994489039,9199.50292841845,9238.32483077638
"HD64","BRIGHOUSE","CALDERDALE","WEST YORKSHIRE",5451.47255525831,5481.04679387059,5508.01354409643,5532.8546851803,5556.20333195176
"LS61","LEEDS","LEEDS","WEST YORKSHIRE",16580.677146342,16670.6273198609,16752.6468062746,16828.2012433709,16899.2162526179
"WF83","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE",6314.02043422747,6348.27399508316,6379.50750313897,6408.27908197812,6435.32201970407
"WF29","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE",10371.8195692794,10428.0866904428,10479.3928769598,10526.6549388349,10571.0774226767
"WF45","WAKEFIELD","WAKEFIELD","WEST YORKSHIRE",5440.85004443357,5470.36665592462,5497.28085987177,5522.07359654979,5545.37674712723
"LS98","LEEDS","LEEDS","WEST YORKSHIRE",5529.01688427893,5559.01180087615,5586.36213893646,5611.55663218306,5635.23740117087
"WF33","WAKEFIELD","LEEDS","WEST YORKSHIRE",9277.70095433088,9328.03248200812,9373.9264018196,9416.20280989181,9455.93918574955
"BD80","BRADFORD","BRADFORD","WEST YORKSHIRE",8426.83783726893,8472.55343253612,8514.23839542419,8552.63761058756,8588.72974130424
"HX26","HALIFAX","CALDERDALE","WEST YORKSHIRE",5337.81168943355,5366.76931784873,5393.17382289255,5417.49703683379,5440.35887432923
"LS96","LEEDS","LEEDS","WEST YORKSHIRE",12736.3904788673,12805.4853972152,12868.4883853695,12926.5252679875,12981.0752046184
"HX35","HALIFAX","CALDERDALE","WEST YORKSHIRE",8581.92649531018,8628.48344654724,8670.93558510426,8710.04150459308,8746.79787974246
"LS85","LEEDS","LEEDS","WEST YORKSHIRE",8499.07091087719,8545.1783705687,8587.22064815189,8625.94901327506,8662.35051811108
"HD16","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",3224.99428639209,3242.48988039577,3258.44293060732,3273.13850822436,3286.95115272906
"HX76","HEBDEN BRIDGE","CALDERDALE","WEST YORKSHIRE",2397.50069314458,2410.50713440489,2422.36682950616,2433.29170390724,2443.56019489773
"LS97","LEEDS","LEEDS","WEST YORKSHIRE",7809.66995835134,7852.0374178754,7890.66944197135,7926.25636115464,7959.70516299871
"HX63","SOWERBY BRIDGE","CALDERDALE","WEST YORKSHIRE",3264.29757644364,3282.00639079585,3298.15386223857,3313.02853615726,3327.00951657985
"BD71","BRADFORD","BRADFORD","WEST YORKSHIRE",6522.22164639244,6557.60469882412,6589.86811394234,6619.58841913622,6647.52308226497
"HX11","HALIFAX","CALDERDALE","WEST YORKSHIRE",514.12952391758,516.918676584833,519.46191647363,521.804689716927,524.006705507532
"LS71","LEEDS","LEEDS","WEST YORKSHIRE",4093.9156718561,4116.12516437592,4136.37650018465,4155.03155820049,4172.56579137609
"LS62","LEEDS","LEEDS","WEST YORKSHIRE",11624.2135955167,11687.2749542724,11744.7763470474,11797.7452883726,11847.5317734895
"HX14","HALIFAX","CALDERDALE","WEST YORKSHIRE",7921.20632201115,7964.17886630806,8003.36262633029,8039.45779177504,8073.38430365633
"BD50","BRADFORD","BRADFORD","WEST YORKSHIRE",7534.54692799049,7575.42184507484,7612.6929205526,7647.0261656243,7679.29661604323
"WF95","PONTEFRACT","WAKEFIELD","WEST YORKSHIRE",4831.11792309329,4857.32673782608,4881.22478537618,4903.23910915823,4923.93077819887
"BD57","BRADFORD","BRADFORD","WEST YORKSHIRE",6704.92883257803,6741.30307149476,6774.47028260652,6805.02314358107,6833.74034124698
"BD39","BRADFORD","BRADFORD","WEST YORKSHIRE",8116.66052118643,8160.69340451386,8200.84401606407,8237.82982257652,8272.59346442779
"LS31","LEEDS","LEEDS","WEST YORKSHIRE",3055.0341131962,3071.60767326029,3086.71998301273,3100.64109013612,3113.72579553649
"HX15","HALIFAX","CALDERDALE","WEST YORKSHIRE",4731.26632134071,4756.93344113398,4780.33755366436,4801.89687603139,4822.16088084824
"BD87","BRADFORD","BRADFORD","WEST YORKSHIRE",7094.77497984611,7133.26413411178,7168.35979365161,7200.68909632098,7231.07600430745
"HD11","HUDDERSFIELD","KIRKLEES","WEST YORKSHIRE",256.002510876316,257.39132449782,258.657689814349,259.824235995412,260.920694271312
"LS24","TADCASTER","LEEDS","WEST YORKSHIRE",12586.6130762384,12654.895452177,12717.1575378017,12774.5119182972,12828.4203585924
